source,target,weight
Bernard Cronin,Bernard Cronin,1
Bernard Cronin,C.P. Snow,1
Bernard Cronin,Ella Grainger,1
Bernard Cronin,Eric North,1
Bernard Cronin,Evelyn Emmett,1
Bernard Cronin,Hugh Bohun,1
Bernard Cronin,Percy Leason,1
Bernard Cronin,Sumner Locke Elliott,1
Bernard Hardy,Ingeborg Hansen,1
Bernard Smith,Alderney Papers,1
Bernard Smith,Arthur Boyd,1
Bernard Smith,Bernard Smith,1
Bernard Smith,Charles Blackman,1
Bernard Smith,Chevalier de L'Ordre des Arts,1
Bernard Smith,Clifton Pugh,1
Bernard Smith,Contemporary Art,1
Bernard Smith,David Boyd,1
Bernard Smith,Jack Lindsay,1
Bernard Smith,James Cook,1
Bernard Smith,John Brack,1
Bernard Smith,John Perceval,1
Bernard Smith,Kate Challis,1
Bernard Smith,Kate Smith,1
Bernard Smith,MS Acc15.122,1
Bernard Smith,Ned Kelly,1
Bernard Smith,Noel Counihan,1
Bernard Smith,Sidney Nolan,1
Bert Castellari,Chris O'Sullivan,1
Bert Castellari,Gay Davidson,1
Bert Castellari,H. Pierson,1
Bert Castellari,Jack Waterford,1
Bert Castellari,Michelle Grattan,1
Beth Dean,Anna Pavlova,1
Beth Dean,Margot Fonteyn,1
Beth Dean,Martha Graham,1
Beth Dean,Rudolph Nureyev,1
Beth Dean,Victor Carell,1
Bethia Foott,Bethia Ogden,1
Bethia Foott,Ethel Anderson,1
Bethia Foott,Nettie Palmer,1
Betty Blunden,Alan Marshall,1
Betty Blunden,Annie Pearce,1
Betty Blunden,Frank Hyett,1
Betty Blunden,Hal Porter,1
Betty Blunden,John White,1
Betty Blunden,Mary Pearce,1
Betty Blunden,Oswald Barnett,1
Betty Blunden,Peter Carey,1
Betty Blunden,memoriam edition,1
Betty Howard,Beatrice Mary (Betty) Mudge,1
Betty Howard,Ken Wilkinson,1
Betty Howard,Sydney Tomholt,1
Betty Howard,William Spencer,1
Betty Roland,Guido Barracchi,1
Betty Roland,Justus Jorgensen,1
Betty Roland,T.V. c.1964-1965,1
Bill Ryland,Bill Ryland,1
Bill Scott,Adam Smith,1
Bill Scott,Allan Marshall,1
Bill Scott,Bruce Dawe,1
Bill Scott,Cedric Emmanuel,1
Bill Scott,Colin Thiele,1
Bill Scott,Edel Wignell,1
Bill Scott,Eleanor Spence,1
Bill Scott,Geoffrey Blainey,1
Bill Scott,Gillian Bennett,1
Bill Scott,Hugh Lunn,1
Bill Scott,Judith Wright,1
Bill Scott,Lilith Norman,1
Bill Scott,Mary Gilmore,1
Bill Scott,Nancy Cato,1
Bill Scott,Nancy Keesing,1
Bill Scott,Patricia Wrightson,1
Bill Scott,Ron Edwards,1
Bill Scott,Talking Book Library,1
Bill Scott,Walter McVitty,1
Bill Scott,Ward McNally,1
Bill Scott,Wendy Lowenstein,1
Bill Scott,William Neville,1
Bill Wannan,Alan Marshall,1
Bill Wannan,Barry Jones,1
Bill Wannan,Bill Scott,1
Bill Wannan,Bill Wannan,1
Bill Wannan,Cyril E. Goode,1
Bill Wannan,Edgar Penzig,1
Bill Wannan,F. Bert Vickers,1
Bill Wannan,Gary Shearston,1
Bill Wannan,Gwenda Davey,1
Bill Wannan,John Ryan,1
Bill Wannan,Judah Waten,1
Bill Wannan,Len Fox,1
Bill Wannan,Mona Brand,1
Bill Wannan,Ron Edwards,1
Bill Wannan,Stephen Murray-Smith,1
Bill Wannan,Tim Curnow,1
Bill Wannan,Wendy Lowenstein,1
Bill Wannan,William Fielding,1
Bill Wannan,William Llewellyn Fearn,1
Bob Douglas,Bob Douglas AO,1
Bob Douglas,Robert Douglas AO,1
Bob Ellis,Anne Brooksbank,1
Bob Ellis,Ben Chifley,1
Bob Ellis,Bob Carr,1
Bob Ellis,Elsie Ellis,1
Bob Ellis,Fatty Finn,1
Bob Ellis,Kim Beazley,1
Bob Ellis,Literary Awards,1
Bob Ellis,MS Acc00.035,1
Bob Ellis,Michael Boddy,1
Bob Ellis,Robert James Keith Ellis,1
Bob Ellis,Robin McLachlan,1
Booth W Norman,Norman Booth,1
Brenda Niall,Alan Shadwick,1
Brenda Niall,Brenda Mary Niall,1
Brenda Niall,Colin Thiele,1
Brenda Niall,Desmond O'Grady,1
Brenda Niall,Eleanor Spence,1
Brenda Niall,Ethel Turner,1
Brenda Niall,Geoffrey Dutton,1
Brenda Niall,Georgina McCrae,1
Brenda Niall,Graham Pollard,1
Brenda Niall,John Thompson,1
Brenda Niall,Judy Cassab,1
Brenda Niall,Luciano Tombini,1
Brenda Niall,Martin Boyd,1
Brenda Niall,Mary Grant Bruce,1
Brenda Niall,Nance Donkin,1
Brenda Niall,Patricia Wrightson,1
Brenda Niall,Ruth Park,1
Brenda Niall,Simon French,1
Brenda Niall,Terry O'Neill,1
Brenda Niall,Yvonne Boyd,1
Brenda Walker,Elizabeth Jolley,1
Brian Brian Francis Kiernan,Barry Oakley,1
Brian Brian Francis Kiernan,Brian Francis Kiernan,1
Brian Brian Francis Kiernan,Brian Kiernan,1
Brian Brian Francis Kiernan,David Williamson,1
Brian Brian Francis Kiernan,Frank Moorhouse,1
Brian Brian Francis Kiernan,Jim Davidson,1
Brian Brian Francis Kiernan,Judah Waten,1
Brian Brian Francis Kiernan,Michael Wilding,1
Brian Brian Francis Kiernan,Suzanne Kiernan,1
Brian Essai,Donald Cleland,1
Brian Essai,Dudley Glastonbury,1
Brian Essai,Joined Papua,1
Bruce Bennett,Anthony Thwaite,1
Bruce Bennett,Bruce Bennett,1
Bruce Bennett,Bruce Harry Bennett,2
Bruce Bennett,Christine Porter,1
Bruce Bennett,Clive James,1
Bruce Bennett,Dorothy Hewett,1
Bruce Bennett,Frank Moorhouse,1
Bruce Bennett,Gavin Ewart,1
Bruce Bennett,Helen Garner,1
Bruce Bennett,Jill Neville,1
Bruce Bennett,Judith Wright,1
Bruce Bennett,Peter Porter,2
Bruce Bennett,William Trevor,1
Bruce Pascoe,Lyn Harwood,1
Bruce Steele,Henry Handel Richardson,2
Bruce Steele,John George Richardson,1
Bruce Steele,Margaret Capon,1
Bryan KeonCohen,Bryan A Keon-Cohen AM QC,1
Bryan KeonCohen,Bryan Andrew Keon-Cohen,1
Bryan KeonCohen,Bryan Keon-Cohen,2
Bryan KeonCohen,Garry David,1
Bryan KeonCohen,Save Albert Park,1
Bryan KeonCohen,Stolen Generation,1
C A Cecil Austin Gibb,Raymond Cattell,1
C J Christopher John Koch,Christopher Koch,1
C J Christopher John Koch,Cynthia Blanche,1
C J Christopher John Koch,Douglas Stewart,1
C J Christopher John Koch,Jean-François Vernay,1
C J Christopher John Koch,Kenneth Slessor,1
C J Christopher John Koch,Larry McMurtry,1
C J Christopher John Koch,Neil Davis,1
C J Christopher John Koch,Peter Weir,1
C J Christopher John Koch,Ray Mathew,1
C J Christopher John Koch,Roland Robinson,1
C J Christopher John Koch,Sophie Masson,1
C J Christopher John Koch,Vivian Smith,1
C J Christopher John Koch,William Hartmann,1
C J Clarence James Dennis,A.B. Paterson for Angus & Robertson,1
C J Clarence James Dennis,Alex Chisholm,1
C J Clarence James Dennis,C.J. Dennis,1
C J Clarence James Dennis,C.J. Dennis',1
C J Clarence James Dennis,Digger Smith,2
C J Clarence James Dennis,Ginger Mick,2
C J Clarence James Dennis,Hal Gye,2
C J Clarence James Dennis,Hal Waugh,2
C J Clarence James Dennis,Harold Frederick Neville Gye,1
C J Clarence James Dennis,Harry Floyd Chaplin,1
C J Clarence James Dennis,Henry Lawson,1
C J Clarence James Dennis,Hugh McCrae,1
C J Clarence James Dennis,James Hackston,1
C J Clarence James Dennis,John Masefield,1
C J Clarence James Dennis,John Monash,1
C J Clarence James Dennis,Limpy Ben,1
C J Clarence James Dennis,Mary Gilmore,1
C J Clarence James Dennis,Michael James Dennis,2
C J Clarence James Dennis,Olive Dennis,1
C J Clarence James Dennis,Olive Harriet,2
C J Clarence James Dennis,Robert Henderson Croll,1
C J Clarence James Dennis,T. Inglis Moore,1
C J Clarence James Dennis,Will Ogilvie,1
C J Clement John Lloyd,Barry Everingham,1
C J Clement John Lloyd,Clem Lloyd,1
C J Clement John Lloyd,James F. Cope,1
C J Clement John Lloyd,MS Acc05.214,1
C J Clement John Lloyd,Tom Uren,1
C P Charles Patrick FitzGerald,Charles Patrick FitzGerald,1
C P Charles Patrick FitzGerald,Empress Wu,1
C P Charles Patrick FitzGerald,H. Sauer,1
C R Catherine R Dalton,Clifford Dalton,1
C T Charles Talbut Onions,Austin Chamberlain,1
C T Charles Talbut Onions,Charles Osgood,1
C T Charles Talbut Onions,Charles Talbut Onions,1
C T Charles Talbut Onions,Dorothy Sayers,1
C T Charles Talbut Onions,G. B. Shaw,1
C T Charles Talbut Onions,John Galsworthy,1
C T Charles Talbut Onions,Ruyard Kipling,1
C T Charles Talbut Onions,William Davis,1
Cameron Hazlehurst,Flaxton Mill House Pty Ltd,1
Cameron Hazlehurst,Gordon Chalk,1
Cameron Hazlehurst,J.R. Nethercote,1
Cameron Hazlehurst,Noni Hazlehurst,1
Cameron Hazlehurst,Queensland Electoral,1
Carmel Bird,Barbara Hanrahan,1
Carmel Bird,Bruce Pascoe,1
Carmel Bird,Frank Morehouse,1
Carmel Bird,Gerald Murnane,1
Carmel Bird,Gillian Bouras,1
Carmel Bird,Marion Halligan,1
Carol Jerrems,Carol Jerrems',1
Carol Jerrems,Jerry Moonshine,1
Carol Jerrems,Jon Conte,1
Carol Jerrems,Lorac Smerrej,1
Carol Jerrems,Micky Spillane,1
Carol Jerrems,Peter Leiss,1
Carole Deagan,Arthur Barratta,1
Carole Deagan,Carole Deagan,1
Carole Deagan,Drusilla Modjeska,1
Carole Deagan,Elizabeth Mary Deagan,1
Carole Deagan,Eva Byrne,1
Carole Deagan,L. Davis,1
Carole Deagan,Narelle Carey,1
Carole Deagan,Pam Ledden,1
Carole Deagan,Pearlie McNeil,1
Carole Deagan,Rosemary Wighton,1
Cassandra Jane Pybus,Beverley Farmer,1
Cassandra Jane Pybus,Carmel Bird,1
Cassandra Jane Pybus,Dick Watkins,1
Cassandra Jane Pybus,Giles Hugo,1
Cassandra Jane Pybus,Gwen Harwood,1
Cassandra Jane Pybus,James McAuley,1
Cassandra Jane Pybus,Kate Jennings,1
Cassandra Jane Pybus,Linda Jaivin,1
Cassandra Jane Pybus,Matthew Kneale,1
Cassandra Jane Pybus,Nicholas Shakespeare,1
Cassandra Jane Pybus,Richard Flanagan,1
Cassandra Jane Pybus,Ronald Wright,1
Cassandra Jane Pybus,Warren Osmond,1
Catherine Helen Spence,Catherine Spence,1
Catherine Helen Spence,Hugh Victor,1
Catherine Lindsay,Edward Ashworth,1
Cathy Peake,A.S.H. Weigall,1
Cathy Peake,Colin Caldwell,1
Cathy Peake,Daryl Lindsay,1
Cathy Peake,Emma a'Beckett,1
Cathy Peake,Joan Lindsay,1
Cathy Peake,Joseph Brown,1
Cathy Peake,Joseph Burke,1
Cathy Peake,Kenneth Clark,1
Cathy Peake,Marian Pollak,1
Cathy Peake,Martin Boyd,1
Cathy Peake,Martin Sharp,1
Cathy Peake,Pat Jarrett,1
Cathy Peake,T.G. Tucker,1
Cathy Peake,Terry O'Neill,1
Cecil Edwards,Bruce of Melbourne,1
Cecil Edwards,John Munro Bruce,1
Cecil Edwards,Lord Bruce,1
Cecil Edwards,NLA MS 4637,1
Charles Hayes,Charles Haynes,1
Charles Hayes,John Mills,1
Charles Hayes,NLA MS 8144,1
Charlotte Barnard,Ben Nicker,1
Charlotte Barnard,Lennard Bickel,1
Charlotte Barnard,Michael Terry,1
Charmian Clift,Gary Kinnane,1
Charmian Clift,George Johnston,1
Charmian Clift,Ray Crooke,1
Cherry Ripe,Foong Ling Kong,1
Cherry Ripe,Glenn Wightman,1
Cherry Ripe,Rowland Holmes,1
Cheryl Creatrix,Andrew Moors,1
Cheryl Creatrix,Bob Nangalala,1
Cheryl Creatrix,Cheryl Ann Creatrix,1
Cheryl Creatrix,Chris Edwards,1
Cheryl Creatrix,Chris Males,1
Cheryl Creatrix,Daniel Arthur,1
Cheryl Creatrix,David Campbell,1
Cheryl Creatrix,David Gulpilil,1
Cheryl Creatrix,Dennis Gallagher,1
Cheryl Creatrix,Dennis Oliver,1
Cheryl Creatrix,Dorothy Hewett,1
Cheryl Creatrix,Dorothy Porter,1
Cheryl Creatrix,Edward Kaplan,1
Cheryl Creatrix,Frank Baarda,1
Cheryl Creatrix,George Alexander,1
Cheryl Creatrix,Geraldine Searles,1
Cheryl Creatrix,Greg Kirk,1
Cheryl Creatrix,Jane Abbey,1
Cheryl Creatrix,Kate Lilly,1
Cheryl Creatrix,Kevin Gilbert,1
Cheryl Creatrix,MS Acc10.157,1
Cheryl Creatrix,MS Acc10.178,1
Cheryl Creatrix,Mark William Wilson,1
Cheryl Creatrix,Max Williams,1
Cheryl Creatrix,Peter Rosson,1
Cheryl Creatrix,Peter Scheldahl,1
Cheryl Creatrix,Phil Collier,1
Cheryl Creatrix,Prism Books,1
Cheryl Creatrix,Robert Adamson,1
Cheryl Creatrix,Robert Creeley,1
Cheryl Creatrix,Robert Duncan,1
Cheryl Creatrix,Robert Harris,1
Cheryl Creatrix,Rodney Hall,1
Chester Eagle,Alan Marshall,1
Chester Wilmot,Mary Wood,1
Chris Mansell,Bruce Beaver,1
Chris Mansell,Cilla McQueen,1
Chris Mansell,Cornelius Vleeskens,1
Chris Mansell,Dennis Haskell,1
Chris Mansell,Dianne Bates,1
Chris Mansell,Elizabeth Jolley,1
Chris Mansell,Eric Beach,1
Chris Mansell,Geoff Page,1
Chris Mansell,Geoffrey Dutton,1
Chris Mansell,James Burns,1
Chris Mansell,Jean Kent,1
Chris Mansell,Jenni Mitchell,1
Chris Mansell,Jennifer Maiden,1
Chris Mansell,Jenny Boult,1
Chris Mansell,John Tranter,1
Chris Mansell,Judith Rodriguez,1
Chris Mansell,Kate Llewellyn,1
Chris Mansell,Larry Buttrose,1
Chris Mansell,Lyndon Walker,1
Chris Mansell,Michael Sharkey,1
Chris Mansell,Philip Mead,1
Chris Mansell,Rosemary Nissen,1
Chris Mansell,Rosemary Porter,1
Chris Mansell,Susan Hampton,1
Chris Mansell,Tom Shapcott,1
Chris WallaceCrabbe,Chris Wallace-Crabbe,1
Chris Williams,C.B. Christesen,1
Chris Williams,Christina Stead,1
Chris Williams,Christine Williams,1
Chris Williams,Dorothy Green,1
Chris Williams,Jack Lindsay,1
Chris Williams,Jiddu Krishnamurti,1
Chris Williams,Kate Stead,1
Chris Williams,Marcus Einfeld,1
Chris Williams,Michael Kirby,1
Chris Williams,Michael Wilding,1
Chris Williams,Norman Swan,1
Chris Williams,Robyn Williams,1
Chris Williams,Ted Whitten Jr,1
Christina Stead,Bill Blake,3
Christina Stead,C.E. Blake,1
Christina Stead,Christina Ellen Stead,4
Christina Stead,Christina Stead,1
Christina Stead,Cyrilly Abels,1
Christina Stead,Dal Stiven,1
Christina Stead,David Darwin Stead,1
Christina Stead,David Stead,4
Christina Stead,Dorothy Green,1
Christina Stead,Edith Anderson,1
Christina Stead,Edith Handelsman,1
Christina Stead,Elaine Kraf,1
Christina Stead,Elizabeth Harrower,1
Christina Stead,Ettore Rella,1
Christina Stead,George Baxt,1
Christina Stead,Gilbert Stead,1
Christina Stead,Gwen Walker-Smith,2
Christina Stead,Hortense Calisher,1
Christina Stead,Joan Daves,1
Christina Stead,John Beston,1
Christina Stead,John Bright,1
Christina Stead,Jorge Ibarguengoitia,1
Christina Stead,Judith Wright,1
Christina Stead,Laurence Pollinger,1
Christina Stead,Laurie Hergenhan,1
Christina Stead,Literary Award Medal,1
Christina Stead,M.H. Austin,1
Christina Stead,MS Acc08.157,2
Christina Stead,Margaret Hanks,1
Christina Stead,Mary Lord,1
Christina Stead,Mary Sarton,1
Christina Stead,Max Schroeder,1
Christina Stead,Michael Wilding,1
Christina Stead,Mrs Ellen Harper,1
Christina Stead,NLA MS 7666,1
Christina Stead,Nancy Keesing,1
Christina Stead,Nellie Molyneux,1
Christina Stead,Norman Rosten,1
Christina Stead,Oliver Stallybrass,1
Christina Stead,Patrick White Award,2
Christina Stead,Pauline Nestor,1
Christina Stead,Percia Stead,1
Christina Stead,Philip Harvey,1
Christina Stead,Richard Walsh,1
Christina Stead,Rodney Wetherell,1
Christina Stead,Ron Geering,1
Christina Stead,Rosemary Hibbert,1
Christina Stead,Ruth McKenny,1
Christina Stead,Stanley Burnshaw,2
Christina Stead,Stephen Murray-Smith,1
Christina Stead,Thistle Harris,1
Christina Stead,Tim Curnow,2
Christina Stead,W.G. Hoddinott,1
Christina Stead,William Blake,2
Christobel Mattingley,Barbara Ker Wilson,1
Christobel Mattingley,Carol Mills,1
Christobel Mattingley,Christobel Mattingley,1
Christobel Mattingley,Deny King,1
Christobel Mattingley,Elizabeth Jolley,1
Christobel Mattingley,Elizabeth Tomlinson,1
Christobel Mattingley,Janet Bell,1
Christobel Mattingley,Joan Allan,1
Christobel Mattingley,Mavis Thorpe Clark,1
Christobel Mattingley,Mem Fox,1
Christobel Mattingley,Michael Horniman,1
Christobel Mattingley,Patricia Mullins,1
Christobel Mattingley,Rosemary Mattingley,1
Christobel Mattingley,Younger Readers,1
Christopher Brennan,A. G. Stephens,1
Christopher Brennan,A.G. Stephens,1
Christopher Brennan,Charles Baudelaire,1
Christopher Brennan,Dowell O'Rielly,1
Christopher Brennan,E. J. Brady,1
Christopher Brennan,George MacKaness,1
Christopher Brennan,H.M. Green,1
Christopher Brennan,Hal Gye,1
Christopher Brennan,Harry F. Chaplin,1
Christopher Brennan,Hugh McCrae,1
Christopher Brennan,Hugh Wright,1
Christopher Brennan,Ida Leeson,1
Christopher Brennan,J. J. Quinn,1
Christopher Brennan,John LeGay Brereton,1
Christopher Brennan,Julian Ashton,1
Christopher Brennan,Norman Lindsay,1
Christopher Brennan,Stephane Mallarme,1
Christopher Brennan,Will Ogilvie,1
Christopher Crisp,Alfred Deakin,1
Christopher Crisp,E. E. Morris,1
Christopher Crisp,E. J. Thomas,1
Christopher Crisp,George Higinbotham,1
Christopher Crisp,George Reid,1
Christopher Crisp,H. B. Higgins,1
Christopher Crisp,Henry Wrixon,1
Claire Dunne,John Bell,1
Claire Dunne,Mary MacKillop,1
Colin A Colin Anfield Hughes,Colin Hughes,1
Colin A Colin Anfield Hughes,Harold Holt,1
Colin A Colin Anfield Hughes,J. A. Lyons,1
Colin A Colin Anfield Hughes,John Curtin,1
Colin A Colin Anfield Hughes,Robert Menzies,1
Colin A Colin Anfield Hughes,William Morris Hughes,1
Colin Bingham,Brisbane Telegraph,1
Colin Blore Bednall,Douglas MacLelland,1
Colin Blore Bednall,Gough Whitlam,1
Colin Blore Bednall,Keith Murdoch,1
Colin Blore Bednall,Peter Yeldham,1
Colin Blore Bednall,R.G. Menzies,1
Colin Blore Bednall,Talbot Duckmanton,1
Colin MacInnes,Inside Outsider,1
Colin MacInnes,Sidney Nolan,1
Colin MacInnes,Tony Gould,1
Colin Roderick,Dr Roderick,1
Colin Roderick,James Tucker,1
Colin Roderick,Jemmy Green,1
Colin Roderick,John Knatchbull,1
Colin Roderick,"Ralph Rashleigh""",1
Colin Steele,ANU Emeritus Fellow,1
Colin Steele,Honorary Fellow,1
Colin Steele,Literary Awards,1
Colleen McCullough,Jean Easthope,1
Colleen McCullough,Margaret Latrobe,1
Commonwealth Literary Fund,A. S. Hodge,1
Commonwealth Literary Fund,Adam Smith,1
Commonwealth Literary Fund,Brian Bohan,1
Commonwealth Literary Fund,Bruce Beaver,1
Commonwealth Literary Fund,C. A. Murray,1
Commonwealth Literary Fund,Chester Eagle,1
Commonwealth Literary Fund,Christopher Koch,1
Commonwealth Literary Fund,Colin Thiele,1
Commonwealth Literary Fund,Cyril Pearl,1
Commonwealth Literary Fund,David Ireland,1
Commonwealth Literary Fund,David Martin,1
Commonwealth Literary Fund,Donald Crick,1
Commonwealth Literary Fund,Donald Stuart,1
Commonwealth Literary Fund,Elizabeth Harrower,1
Commonwealth Literary Fund,Elizabeth Salter,1
Commonwealth Literary Fund,F. B. Vickers,1
Commonwealth Literary Fund,G. M. Glaskin,1
Commonwealth Literary Fund,Gavin Souter,1
Commonwealth Literary Fund,George Farwell,1
Commonwealth Literary Fund,George Turner,1
Commonwealth Literary Fund,Graham Rolands,1
Commonwealth Literary Fund,Hal Porter,1
Commonwealth Literary Fund,Hugh Atkinson,1
Commonwealth Literary Fund,Jan Smith,1
Commonwealth Literary Fund,Jill Hellyer,1
Commonwealth Literary Fund,John E. Tranter,1
Commonwealth Literary Fund,John Hetherington,1
Commonwealth Literary Fund,Judah Waten,1
Commonwealth Literary Fund,Judith Wright,1
Commonwealth Literary Fund,Lennard Bickel,1
Commonwealth Literary Fund,Les A. Murray,1
Commonwealth Literary Fund,Margaret Balderson,1
Commonwealth Literary Fund,Margaret Trist,1
Commonwealth Literary Fund,Maslyn Williams,1
Commonwealth Literary Fund,Michael Boddy,1
Commonwealth Literary Fund,Michael Cannon,1
Commonwealth Literary Fund,Nancy Cato,1
Commonwealth Literary Fund,Patricia Carlon,1
Commonwealth Literary Fund,Peter Cowan,1
Commonwealth Literary Fund,Peter Mathers,1
Commonwealth Literary Fund,Richard Beilby,1
Commonwealth Literary Fund,Rodney Hall,1
Commonwealth Literary Fund,Roger Carr,1
Commonwealth Literary Fund,Roland Robinson,1
Commonwealth Literary Fund,Ron Edwards,1
Commonwealth Literary Fund,Ron Tullipan,1
Commonwealth Literary Fund,Sidney Baker,1
Commonwealth Literary Fund,T. Inglis Moore,1
Commonwealth Literary Fund,Thea Astley,1
Commonwealth Literary Fund,Thomas Keneally,1
Commonwealth Literary Fund,Tom Ronan,1
Commonwealth Literary Fund,W. L. Marshall,1
Commonwealth Literary Fund,Ward McNally,1
Commonwealth Literary Fund,Xavier Herbert,1
Craig McGregor,Bruce Dawe,1
Craig McGregor,Craig McGregor,1
Craig McGregor,Geoffrey Blainey,1
Craig McGregor,Hal Porter,1
Craig McGregor,Mark Latham,1
Craig McGregor,Richard Walsh,1
Currency Press,Alexander Buzo,1
Currency Press,Alma De Groen,1
Currency Press,Barry Humphries,1
Currency Press,Barry Oakley,1
Currency Press,Bert Bailey,1
Currency Press,Betty Roland,1
Currency Press,Bob Ellis,1
Currency Press,David Allen,1
Currency Press,David Malouf,1
Currency Press,David Williamson,1
Currency Press,Dorothy Hewett,1
Currency Press,Jack Davis,1
Currency Press,Jack Hibberd,1
Currency Press,Jim McNeill,1
Currency Press,Judith Adamson,1
Currency Press,Katharine Brisbane,1
Currency Press,Katharine Susannah Prichard,1
Currency Press,Louis Esson,1
Currency Press,Louis Nowra,1
Currency Press,Merv Lilley,1
Currency Press,Michael Boddy,1
Currency Press,Patrick White,1
Currency Press,Peter Kenna,1
Currency Press,Ray Lawler,1
Currency Press,Richard Beynon,1
Currency Press,Ron Blair,1
Currency Press,Steele Rudd,1
Currency Press,Steve Spears,1
Currency Press,Sumner Locke-Elliott,1
Currency Press,Thomas Keneally,1
Curt Prerauer,Marea Prerauer,2
Curt Prerauer,Marea Wolkowsky,1
Curt Prerauer,Maria Prerauer,1
Curt Prerauer,Patrick White,1
Curt Prerauer,Peter Sculthorpe,1
Curt Prerauer,Richard Meale,1
D B Douglas Berry Copland,Chiang Kai-shek,1
D B Douglas Berry Copland,Douglas Berry Copland,1
D B Douglas Berry Copland,John Curtin,1
D B Douglas Berry Copland,Mrs Copland,1
D B Douglas Berry Copland,Song Chingling,1
D C S David Carlisle Stanley Sissons,David Carlisle Stanley Sissons,1
D C S David Carlisle Stanley Sissons,James Murdoch,1
D C S David Carlisle Stanley Sissons,Solis Horwitz,1
D Dorothy Glasson,Dorothy Glasson,1
D G David Geoffrey Penington,David Penington,1
D H David Henry Souter,David Henry Souter,1
D H David Henry Souter,John Curtain,1
D H David Henry Souter,Stephan Williams,1
D H Donald H Crick,Donald Crick,1
D H Donald H Crick,Donald Herbert Crick,1
D H Donald H Crick,Dymphna Cusack,1
D H Donald H Crick,Martin Place,1
D H Donald H Crick,Norman Freehill,1
D H Donald H Crick,R.M. Williams,1
D J Derek John Mulvaney,Elizabeth Morrison,1
D J Derek John Mulvaney,John Mulvaney,1
D J Derek John Mulvaney,Ms Acc17.088,1
D L Dharmasoka Laksiri Jayasuriya,Honorary Research Fellow,1
D L Dharmasoka Laksiri Jayasuriya,Laksiri Jayasuriya,1
